"state","puma12","cbsa","pop10","afact"
"State code","PUMA (2012)","CBSA (current)","Population (2010)","puma12 to cbsa allocation factor"
"32","00103","39900",136527,1 
"32","00200","16180",55274,0.3493 
"32","00200","22280",51980,0.3284 
"32","00200","23820",46997,0.297 
"32","00200","39900",4010,0.0253 
"32","00300"," ",33458,0.1973 
"32","00300","21220",50805,0.2995 
"32","00300","21980",24877,0.1467 
"32","00300","37220",43946,0.2591 
"32","00300","49080",16528,0.0974 
"32","00401","29820",121315,1 
"32","00402","29820",123818,1 
"32","00403","29820",179432,1 
"32","00404","29820",144395,1 
"32","00405","29820",132169,1 
"32","00406","29820",137087,1 
"32","00407","29820",145519,1 
"32","00408","29820",191845,1 
"32","00409","29820",151025,1 
"32","00410","29820",147400,1 
"32","00411","29820",199084,1 
"32","00412","29820",138218,1 
"32","00413","29820",139962,1 
"33","00100","13620",33055,0.2706 
"33","00100","17200",89118,0.7294 
"33","00200"," ",42028,0.3423 
"33","00200","18180",20670,0.1683 
"33","00200","29060",60088,0.4894 
"33","00300"," ",5790,0.039 
"33","00300","14460",142785,0.961 
"33","00400","18180",112324,1 
"33","00500","17200",43742,0.3619 
"33","00500","28300",77117,0.6381 
"33","00600","31700",106067,1 
"33","00700","14460",85286,0.5622 
"33","00700","18180",13451,0.0887 
"33","00700","31700",52960,0.3491 
"33","00800","31700",109565,1 
"33","00900","31700",132129,1 
"33","01000","14460",190295,1 
"34","00101","12100",112887,1 
"34","00102","12100",150867,1 
"34","00301","35620",109737,1 
"34","00302","35620",115629,1 
"34","00303","35620",136607,1 
"34","00304","35620",120142,1 
"34","00305","35620",102654,1 
"34","00306","35620",103661,1 
"34","00307","35620",113351,1 
"34","00308","35620",103335,1 
"34","00400","35620",146199,1 
"34","00501","35620",137558,1 
"34","00502","35620",109217,1 
"34","00503","35620",108252,1 
"34","00601","35620",133314,1 
"34","00602","35620",108122,1 
"34","00701","35620",137921,1 
"34","00702","35620",129014,1 
"34","00703","35620",125895,1 
"34","00800","35620",128349,1 
"34","00901","35620",113713,1 
"34","00902","35620",111297,1 
"34","00903","35620",111865,1 
"34","00904","35620",106061,1 
"34","00905","35620",109601,1 
"34","00906","35620",148028,1 
"34","00907","35620",109293,1 
"34","01001","35620",107596,1 
"34","01002","35620",102291,1 
"34","01003","35620",113557,1 
"34","01101","35620",102652,1 
"34","01102","35620",109133,1 
"34","01103","35620",106309,1 
"34","01104","35620",101539,1 
"34","01105","35620",108010,1 
"34","01106","35620",102737,1 
"34","01201","35620",115953,1 
"34","01202","35620",108171,1 
"34","01203","35620",138560,1 
"34","01204","35620",109001,1 
"34","01205","35620",104882,1 
"34","01301","35620",153788,1 
"34","01302","35620",123352,1 
"34","01401","35620",111611,1 
"34","01402","35620",188395,1 
"34","01403","35620",105282,1 
"34","01404","35620",101541,1 
"34","01501","35620",130108,1 
"34","01502","35620",129498,1 
"34","01503","35620",113214,1 
"34","01504","35620",119456,1 
"34","01600","35620",149265,1 
"34","01700","10900",108692,1 
"34","01800","35620",124969,1 
"34","01901","35620",105200,1 
"34","01902","35620",101818,1 
"34","01903","35620",100718,1 
"34","01904","35620",103794,1 
"34","02001","37980",126916,1 
"34","02002","37980",154438,1 
"34","02003","37980",167380,1 
"34","02101","37980",126640,1 
"34","02102","37980",122434,1 
"34","02103","37980",146714,1 
"34","02104","37980",117869,1 
"34","02201","37980",129725,1 
"34","02202","37980",158563,1 
"34","02301","45940",120703,1 
"34","02302","45940",143704,1 
"34","02303","45940",102106,1 
"34","02400","47220",113448,1 
"34","02500","37980",66083,0.6033 
"34","02500","47220",43450,0.3967 
"34","02600","12100",10795,0.0999 
"34","02600","36140",97265,0.9001 
"35","00100","22140",29103,0.2277 
"35","00100","23700",71492,0.5594 
"35","00100","24380",27213,0.2129 
"35","00200","22140",100941,1 
"35","00300"," ",4881,0.0389 
"35","00300","21580",40246,0.3209 
"35","00300","29780",29393,0.2344 
"35","00300","31060",17950,0.1431 
"35","00300","45340",32937,0.2626 
"35","00400"," ",34744,0.3374 
"35","00400","17580",48376,0.4698 
"35","00400","38780",19846,0.1927 
"35","00500","42140",144170,1 
"35","00600","10740",131561,1 
"35","00700","10740",100973,1 
"35","00801","10740",100976,1 
"35","00802","10740",101467,1 
"35","00803","10740",104009,1 
"35","00804","10740",103267,1 
"35","00805","10740",117307,1 
"35","00806","10740",111134,1 
"35","00900"," ",38473,0.3515 
"35","00900","10740",16383,0.1497 
"35","00900","19700",25095,0.2293 
"35","00900","43500",29514,0.2696 
"35","01001","29740",100977,1 
"35","01002","29740",108256,1 
"35","01100","10460",63797,0.4255 
"35","01100","40740",65645,0.4378 
"35","01100","40760",20497,0.1367 
"35","01200","16100",53829,0.454 
"35","01200","26020",64727,0.546 
"36","00100","36300",111944,1 
"36","00200"," ",44206,0.2484 
"36","00200","31660",51599,0.29 
"36","00200","38460",82128,0.4616 
"36","00300","24020",128923,1 
"36","00401","46540",115859,1 
"36","00402","46540",164571,1 
"36","00403","10580",32749,0.2873 
"36","00403","36580",62259,0.5463 
"36","00403","46540",18967,0.1664 
"36","00500"," ",27087,0.189 
"36","00500","48060",116229,0.811 
"36","00600","45060",122109,1 
"36","00701","45060",145168,1 
"36","00702","45060",124199,1 
"36","00703","45060",162446,1 
"36","00704","12180",80026,0.6944 
"36","00704","45060",35213,0.3056 
"36","00800","40380",93772,0.7268 
"36","00800","42900",35251,0.2732 
"36","00901","40380",130622,1 
"36","00902","40380",108205,1 
"36","00903","40380",102303,1 
"36","00904","40380",124495,1 
"36","00905","40380",104445,1 
"36","00906","40380",174274,1 
"36","01000","12860",60079,0.5835 
"36","01000","40380",42883,0.4165 
"36","01101","15380",108256,1 
"36","01102","15380",108213,1 
"36","01201","15380",109071,1 
"36","01202","15380",122366,1 
"36","01203","15380",108414,1 
"36","01204","15380",151078,1 
"36","01205","15380",145598,1 
"36","01206","15380",115712,1 
"36","01207","15380",166801,1 
"36","01300"," ",42155,0.392 
"36","01300","40380",65393,0.608 
"36","01400","40380",133279,1 
"36","01500","18660",49336,0.4018 
"36","01500","45060",73442,0.5982 
"36","01600","11220",50219,0.4749 
"36","01600","24100",55531,0.5251 
"36","01700","10580",154727,1 
"36","01801","10580",105628,1 
"36","01802","10580",113979,1 
"36","01900","10580",159429,1 
"36","02001","10580",106401,1 
"36","02002","10580",197803,1 
"36","02100"," ",49221,0.4382 
"36","02100","26460",63096,0.5618 
"36","02201","13780",127478,1 
"36","02202","13780",110334,1 
"36","02203"," ",98457,0.8762 
"36","02203","13780",13913,0.1238 
"36","02300","27060",101564,1 
"36","02401","18500",25490,0.2431 
"36","02401","21300",79380,0.7569 
"36","02402"," ",18343,0.1811 
"36","02402","18500",73500,0.7256 
"36","02402","21300",9450,0.0933 
"36","02500"," ",48946,0.3787 
"36","02500","36460",80317,0.6213 
"36","02600","27460",134905,1 
"36","02701"," ",77547,0.6912 
"36","02701","28740",34647,0.3088 
"36","02702","28740",147846,1 
"36","02801","35620",127686,1 
"36","02802","35620",169802,1 
"36","02901","35620",119218,1 
"36","02902","35620",124140,1 
"36","02903","35620",129455,1 
"36","03001","35620",103331,1 
"36","03002","35620",103499,1 
"36","03003","35620",104857,1 
"36","03101","35620",102303,1 
"36","03102","35620",146573,1 
"36","03103","35620",134163,1 
"36","03104","35620",118276,1 
"36","03105","35620",162419,1 
"36","03106","35620",195976,1 
"36","03107","35620",189113,1 
"36","03201","35620",112079,1 
"36","03202","35620",111631,1 
"36","03203","35620",101395,1 
"36","03204","35620",114256,1 
"36","03205","35620",113542,1 
"36","03206","35620",143976,1 
"36","03207","35620",114066,1 
"36","03208","35620",107139,1 
"36","03209","35620",104693,1 
"36","03210","35620",103996,1 
"36","03211","35620",107855,1 
"36","03212","35620",104904,1 
"36","03301","35620",102170,1 
"36","03302","35620",101094,1 
"36","03303","35620",117801,1 
"36","03304","35620",119632,1 
"36","03305","35620",136775,1 
"36","03306","35620",130407,1 
"36","03307","35620",126204,1 
"36","03308","35620",110121,1 
"36","03309","35620",101410,1 
"36","03310","35620",128744,1 
"36","03311","35620",105389,1 
"36","03312","35620",100567,1 
"36","03313","35620",113036,1 
"36","03701","35620",108121,1 
"36","03702","35620",138360,1 
"36","03703","35620",115014,1 
"36","03704","35620",123764,1 
"36","03705","35620",161372,1 
"36","03706","35620",127405,1 
"36","03707","35620",134257,1 
"36","03708","35620",139293,1 
"36","03709","35620",181404,1 
"36","03710","35620",156118,1 
"36","03801","35620",198483,1 
"36","03802","35620",127399,1 
"36","03803","35620",118665,1 
"36","03804","35620",117569,1 
"36","03805","35620",219920,1 
"36","03806","35620",193892,1 
"36","03807","35620",144664,1 
"36","03808","35620",151010,1 
"36","03809","35620",164937,1 
"36","03810","35620",149334,1 
"36","03901","35620",159958,1 
"36","03902","35620",133016,1 
"36","03903","35620",175756,1 
"36","04001","35620",147577,1 
"36","04002","35620",129253,1 
"36","04003","35620",134217,1 
"36","04004","35620",118579,1 
"36","04005","35620",106002,1 
"36","04006","35620",123018,1 
"36","04007","35620",119578,1 
"36","04008","35620",154541,1 
"36","04009","35620",193723,1 
"36","04010","35620",135648,1 
"36","04011","35620",107129,1 
"36","04012","35620",147374,1 
"36","04013","35620",121790,1 
"36","04014","35620",163547,1 
"36","04015","35620",158639,1 
"36","04016","35620",147751,1 
"36","04017","35620",181636,1 
"36","04018","35620",114698,1 
"36","04101","35620",174174,1 
"36","04102","35620",183339,1 
"36","04103","35620",248328,1 
"36","04104","35620",116852,1 
"36","04105","35620",188688,1 
"36","04106","35620",154017,1 
"36","04107","35620",146141,1 
"36","04108","35620",111988,1 
"36","04109","35620",133918,1 
"36","04110","35620",170331,1 
"36","04111","35620",143047,1 
"36","04112","35620",221519,1 
"36","04113","35620",123402,1 
"36","04114","35620",114978,1 
"37","00100"," ",78475,0.6057 
"37","00100","14380",51079,0.3943 
"37","00200"," ",11155,0.0724 
"37","00200","34340",73673,0.4779 
"37","00200","35900",69340,0.4498 
"37","00300","24660",93643,0.6639 
"37","00300","49180",47401,0.3361 
"37","00400"," ",23719,0.1927 
"37","00400","20500",39464,0.3206 
"37","00400","37080",59916,0.4867 
"37","00500"," ",14813,0.1226 
"37","00500","25780",45422,0.3758 
"37","00500","39580",60619,0.5016 
"37","00600"," ",30828,0.2865 
"37","00600","40260",76790,0.7135 
"37","00700"," ",14793,0.129 
"37","00700","21020",64094,0.5591 
"37","00700","47260",35744,0.3118 
"37","00800"," ",64825,0.6284 
"37","00800","28620",38327,0.3716 
"37","00900","40580",152392,1 
"37","01000"," ",21362,0.2082 
"37","01000","48980",81234,0.7918 
"37","01100","39580",168878,1 
"37","01201","39580",132546,1 
"37","01202","39580",126058,1 
"37","01203","39580",101217,1 
"37","01204","39580",109284,1 
"37","01205","39580",103138,1 
"37","01206","39580",102892,1 
"37","01207","39580",125273,1 
"37","01208","39580",100585,1 
"37","01301","20500",141130,1 
"37","01302","20500",126457,1 
"37","01400","20500",133801,1 
"37","01500","20500",63505,0.5232 
"37","01500","41820",57866,0.4768 
"37","01600","15500",151131,1 
"37","01701","24660",131111,1 
"37","01702","24660",109656,1 
"37","01703","24660",114591,1 
"37","01704","24660",133048,1 
"37","01801","49180",105140,1 
"37","01802","49180",119268,1 
"37","01803","49180",126262,1 
"37","01900","16740",24997,0.2389 
"37","01900","49180",79646,0.7611 
"37","02000","25860",120227,1 
"37","02100","25860",90912,0.6689 
"37","02100","32000",44996,0.3311 
"37","02201","11700",120234,1 
"37","02202","11700",118084,1 
"37","02300"," ",22842,0.2104 
"37","02300","11700",79800,0.7351 
"37","02300","19000",5910,0.0544 
"37","02400"," ",71953,0.6768 
"37","02400","19000",34361,0.3232 
"37","02500","11700",106740,0.7634 
"37","02500","14820",33090,0.2366 
"37","02600"," ",20510,0.1483 
"37","02600","22580",67810,0.4903 
"37","02600","43140",49984,0.3614 
"37","02700","16740",78265,0.6194 
"37","02700","43140",48094,0.3806 
"37","02800","25860",154358,1 
"37","02900","16740",134440,1 
"37","03001","16740",101884,1 
"37","03002","16740",104202,1 
"37","03101","16740",102680,1 
"37","03102","16740",114270,1 
"37","03103","16740",109688,1 
"37","03104","16740",142196,1 
"37","03105","16740",100503,1 
"37","03106","16740",137327,1 
"37","03107","16740",108544,1 
"37","03108","16740",104420,1 
"37","03200","16740",133261,1 
"37","03300","10620",60585,0.5752 
"37","03300","16740",44750,0.4248 
"37","03400","16740",138428,1 
"37","03500","49180",162878,1 
"37","03600","24660",141752,1 
"37","03700"," ",27798,0.2395 
"37","03700","38240",88247,0.7605 
"37","03800","20380",114678,1 
"37","03900"," ",121936,1 
"37","04000","24140",122623,1 
"37","04100","27340",39974,0.3647 
"37","04100","28820",59495,0.5427 
"37","04100","35100",10153,0.0926 
"37","04200","24780",168148,1 
"37","04300","35100",103505,1 
"37","04400","33980",66469,0.5218 
"37","04400","35100",13144,0.1032 
"37","04400","47820",47759,0.375 
"37","04500","27340",137798,1 
"37","04600","48900",103189,1 
"37","04700","48900",151695,1 
"37","04800","34820",107431,1 
"37","04900"," ",93288,0.8735 
"37","04900","31300",13508,0.1265 
"37","05001","22180",108760,1 
"37","05002","22180",104885,1 
"37","05003","22180",105786,1 
"37","05100","31300",120660,1 
"37","05200","22180",46952,0.3619 
"37","05200","29900",36157,0.2787 
"37","05200","40460",46639,0.3595 
"37","05300"," ",26948,0.2306 
"37","05300","16740",89897,0.7694 
"37","05400","16740",111395,1 
"38","00100"," ",52549,0.3008 
"38","00100","13900",5999,0.0343 
"38","00100","19860",24199,0.1385 
"38","00100","33500",69540,0.3981 
"38","00100","48780",22398,0.1282 
"38","00200"," ",86996,0.6992 
"38","00200","27420",21100,0.1696 
"38","00200","47420",16321,0.1312 
"38","00300"," ",10784,0.0902 
"38","00300","13900",108779,0.9098 
"38","00400"," ",37287,0.358 
"38","00400","24220",66861,0.642 
"38","00500","22020",149778,1 
"39","00100"," ",85471,0.6865 
"39","00100","19580",39037,0.3135 
"39","00200","45780",113113,1 
"39","00300","45780",152558,1 
"39","00400","45780",133507,1 
"39","00500","45780",146764,1 
"39","00600","38840",41428,0.3927 
"39","00600","45780",64059,0.6073 
"39","00700","23380",60944,0.4415 
"39","00700","41780",77079,0.5585 
"39","00801","17460",133694,1 
"39","00802","17460",167662,1 
"39","00901","17460",103635,1 
"39","00902","17460",143421,1 
"39","00903","17460",115383,1 
"39","00904","17460",125292,1 
"39","00905","17460",101852,1 
"39","00906","17460",124761,1 
"39","00907","17460",104764,1 
"39","00908","17460",171578,1 
"39","00909","17460",148718,1 
"39","00910","17460",140718,1 
"39","01000","17460",100417,1 
"39","01100","17460",108170,1 
"39","01200","17460",114843,1 
"39","01300","11780",101497,1 
"39","01400","49660",134096,1 
"39","01500","49660",197201,1 
"39","01600","49660",117838,1 
"39","01700","10420",161419,1 
"39","01801","10420",113911,1 
"39","01802","10420",109210,1 
"39","01803","10420",105482,1 
"39","01804","10420",108807,1 
"39","01805","10420",104371,1 
"39","01900","17460",172332,1 
"39","02000","49300",114520,1 
"39","02100","11740",53139,0.4712 
"39","02100","35940",59626,0.5288 
"39","02200","31900",124475,1 
"39","02300"," ",22615,0.1836 
"39","02300","15340",43784,0.3556 
"39","02300","45660",56745,0.4608 
"39","02400"," ",34499,0.3157 
"39","02400","22300",74782,0.6843 
"39","02500","30620",106331,1 
"39","02600","16380",40814,0.3533 
"39","02600","46780",28744,0.2489 
"39","02600","47540",45949,0.3978 
"39","02700"," ",32058,0.2716 
"39","02700","13340",45858,0.3886 
"39","02700","46500",40097,0.3398 
"39","02800","18140",34827,0.2147 
"39","02800","32020",66501,0.4099 
"39","02800","34540",60921,0.3755 
"39","02900"," ",42366,0.355 
"39","02900","15740",40087,0.3359 
"39","02900","18740",36901,0.3092 
"39","03000"," ",15864,0.1463 
"39","03000","35420",92582,0.8537 
"39","03100","15940",139197,1 
"39","03200","15940",137557,1 
"39","03300","15940",127668,1 
"39","03400","41400",107841,1 
"39","03500","48260",69709,0.4975 
"39","03500","48540",70400,0.5025 
"39","03600"," ",44341,0.4178 
"39","03600","31930",61778,0.5822 
"39","03700","18140",36058,0.2952 
"39","03700","49780",86074,0.7048 
"39","03800","18140",166492,1 
"39","03900","18140",146156,1 
"39","04000","18140",174214,1 
"39","04101","18140",101297,1 
"39","04102","18140",100307,1 
"39","04103","18140",101623,1 
"39","04104","18140",100448,1 
"39","04105","18140",108764,1 
"39","04106","18140",126355,1 
"39","04107","18140",102320,1 
"39","04108","18140",111716,1 
"39","04109","18140",101719,1 
"39","04110","18140",107219,1 
"39","04111","18140",101646,1 
"39","04200","18140",151433,1 
"39","04300","44220",138333,1 
"39","04400","19380",102506,1 
"39","04500"," ",42270,0.2922 
"39","04500","24820",52959,0.3661 
"39","04500","43380",49423,0.3417 
"39","04601","19380",108703,1 
"39","04602","19380",128823,1 
"39","04603","19380",172837,1 
"39","04604","19380",124790,1 
"39","04700","19380",161573,1 
"39","04800","17060",78064,0.7289 
"39","04800","47920",29030,0.2711 
"39","04900"," ",42144,0.4023 
"39","04900","18140",29380,0.2805 
"39","04900","27160",33225,0.3172 
"39","05000"," ",23770,0.199 
"39","05000","11900",64757,0.5421 
"39","05000","38580",30934,0.2589 
"39","05100","26580",62450,0.4399 
"39","05100","39020",79499,0.5601 
"39","05200"," ",72139,0.6318 
"39","05200","48940",42040,0.3682 
"39","05301","17140",104792,1 
"39","05302","17140",107901,1 
"39","05401","17140",111170,1 
"39","05402","17140",132139,1 
"39","05403","17140",124821,1 
"39","05501","17140",111298,1 
"39","05502","17140",147352,1 
"39","05503","17140",108840,1 
"39","05504","17140",121190,1 
"39","05505","17140",104334,1 
"39","05506","17140",104991,1 
"39","05507","17140",104369,1 
"39","05600","17140",128369,1 
"39","05700","17140",113840,1 
"40","00100"," ",108311,0.6492 
"40","00100","33060",31848,0.1909 
"40","00100","46140",26680,0.1599 
"40","00200"," ",22683,0.2024 
"40","00200","22900",42391,0.3783 
"40","00200","45140",46987,0.4193 
"40","00300"," ",83851,0.4657 
"40","00300","22900",50384,0.2798 
"40","00300","32540",45837,0.2545 
"40","00400"," ",33883,0.3083 
"40","00400","11060",26446,0.2406 
"40","00400","21120",22119,0.2012 
"40","00400","48220",27469,0.2499 
"40","00500"," ",74308,0.646 
"40","00500","25100",20640,0.1794 
"40","00500","49260",20081,0.1746 
"40","00601","30020",106286,1 
"40","00602"," ",44064,0.3895 
"40","00602","20340",45048,0.3982 
"40","00602","30020",24005,0.2122 
"40","00701"," ",50487,0.4816 
"40","00701","10220",6793,0.0648 
"40","00701","11620",47557,0.4536 
"40","00702"," ",46904,0.3908 
"40","00702","10220",30699,0.2558 
"40","00702","20460",42416,0.3534 
"40","00800","36420",115541,1 
"40","00900","36420",255755,1 
"40","01001","36420",104433,1 
"40","01002","36420",146562,1 
"40","01003","36420",131389,1 
"40","01004","36420",112715,1 
"40","01005","36420",117082,1 
"40","01006","36420",106452,1 
"40","01101","36420",86937,0.826 
"40","01101","43060",18308,0.174 
"40","01102","36420",76121,0.5982 
"40","01102","43060",51134,0.4018 
"40","01201","46140",197395,1 
"40","01202","46140",192711,1 
"40","01203","46140",115454,1 
"40","01204","46140",161967,1 
"40","01301","46140",112923,1 
"40","01302"," ",20252,0.1335 
"40","01302","34780",70990,0.468 
"40","01302","46140",60456,0.3985 
"40","01400"," ",11561,0.0974 
"40","01400","21420",60580,0.5103 
"40","01400","38620",46562,0.3923 
"40","01501"," ",51676,0.3453 
"40","01501","44660",77350,0.5169 
"40","01501","46140",20625,0.1378 
"40","01601","12780",50976,0.5085 
"40","01601","46140",49267,0.4915 
"41","00100"," ",23142,0.1855 
"41","00100","25840",75889,0.6082 
"41","00100","29260",25748,0.2063 
"41","00200"," ",34242,0.3005 
"41","00200","25840",11173,0.098 
"41","00200","26220",22346,0.1961 
"41","00200","39260",20978,0.1841 
"41","00200","45520",25213,0.2213 
"41","00300"," ",15317,0.1355 
"41","00300","28900",66380,0.5874 
"41","00300","36620",31313,0.2771 
"41","00400","13460",157733,1 
"41","00500"," ",25250,0.1601 
"41","00500","11820",37039,0.2349 
"41","00500","35440",46034,0.292 
"41","00500","38900",49351,0.313 
"41","00600","10540",116672,0.5769 
"41","00600","18700",85579,0.4231 
"41","00703","21660",142064,1 
"41","00704","21660",104280,1 
"41","00705","21660",105371,1 
"41","00800","15060",22364,0.133 
"41","00800","18300",63043,0.375 
"41","00800","24420",82713,0.492 
"41","00901","32780",103186,1 
"41","00902","32780",100020,1 
"41","01000","40700",107667,1 
"41","01103","41420",102870,1 
"41","01104","41420",102106,1 
"41","01105","41420",110359,1 
"41","01200","38900",99193,0.5681 
"41","01200","41420",75403,0.4319 
"41","01301","38900",109997,1 
"41","01302","38900",121557,1 
"41","01303","38900",107779,1 
"41","01305","38900",110888,1 
"41","01314","38900",127843,1 
"41","01316","38900",157270,1 
"41","01317","38900",102194,1 
"41","01318","38900",164682,1 
"41","01319","38900",109116,1 
"41","01320","38900",109989,1 
"41","01321","38900",102784,1 
"41","01322","38900",105194,1 
"41","01323","38900",107680,1 
"41","01324","38900",104063,1 
"42","00101","21500",109109,1 
"42","00102","21500",171457,1 
"42","00200","32740",88765,0.6798 
"42","00200","47620",41815,0.3202 
"42","00300"," ",22542,0.1255 
"42","00300","14620",43450,0.242 
"42","00300","20180",81642,0.4546 
"42","00300","41260",31946,0.1779 
"42","00400"," ",48409,0.436 
"42","00400","42380",62622,0.564 
"42","00500"," ",96178,0.6264 
"42","00500","35620",57369,0.3736 
"42","00600","20700",169842,1 
"42","00701","42540",110441,1 
"42","00702","42540",132272,1 
"42","00801","42540",128489,1 
"42","00802","42540",127701,1 
"42","00803","14100",67295,0.5097 
"42","00803","42540",64728,0.4903 
"42","00900","30820",39238,0.2526 
"42","00900","48700",116111,0.7474 
"42","01000","14100",18267,0.1619 
"42","01000","44980",94528,0.8381 
"42","01100"," ",24636,0.158 
"42","01100","30260",44947,0.2882 
"42","01100","30380",46682,0.2993 
"42","01100","42780",39702,0.2546 
"42","01200","44300",153990,1 
"42","01300"," ",92904,0.6282 
"42","01300","36340",54984,0.3718 
"42","01400","49660",116638,1 
"42","01501","35260",91108,0.8465 
"42","01501","38300",16521,0.1535 
"42","01502","38300",154018,1 
"42","01600","38300",183862,1 
"42","01701","38300",195592,1 
"42","01702","38300",113515,1 
"42","01801","38300",104359,1 
"42","01802","38300",154185,1 
"42","01803","38300",124503,1 
"42","01804","38300",177141,1 
"42","01805","38300",115807,1 
"42","01806","38300",126064,1 
"42","01807","38300",112182,1 
"42","01900","26860",88880,0.5632 
"42","01900","38300",68941,0.4368 
"42","02001","38300",102592,1 
"42","02002","38300",153964,1 
"42","02003","38300",108613,1 
"42","02100","27780",143679,1 
"42","02200","11020",127089,0.7346 
"42","02200","26500",45913,0.2654 
"42","02301","25420",137206,1 
"42","02302","25420",144169,1 
"42","02401","25420",157244,1 
"42","02402","25420",110856,1 
"42","02500","30140",133568,1 
"42","02600","39060",148289,1 
"42","02701","39740",122572,1 
"42","02702","39740",142093,1 
"42","02703","39740",146777,1 
"42","02801","10900",126612,1 
"42","02802","10900",150759,1 
"42","02803","10900",118032,1 
"42","02901","10900",171161,1 
"42","02902","10900",145917,1 
"42","03001","37980",133453,1 
"42","03002","37980",140003,1 
"42","03003","37980",173842,1 
"42","03004","37980",177951,1 
"42","03101","37980",136289,1 
"42","03102","37980",116822,1 
"42","03103","37980",131193,1 
"42","03104","37980",120894,1 
"42","03105","37980",126855,1 
"42","03106","37980",167821,1 
"42","03201","37980",159325,1 
"42","03202","37980",133758,1 
"42","03203","37980",131939,1 
"42","03204","37980",161305,1 
"42","03205","37980",161983,1 
"42","03206","37980",135892,1 
"42","03207","37980",113659,1 
"42","03208","37980",123237,1 
"42","03209","37980",128712,1 
"42","03210","37980",149722,1 
"42","03211","37980",126474,1 
"42","03301","37980",131135,1 
"42","03302","37980",163250,1 
"42","03303","37980",145155,1 
"42","03304","37980",119439,1 
"42","03401","37980",107971,1 
"42","03402","37980",130229,1 
"42","03403","37980",144222,1 
"42","03404","37980",116464,1 
"42","03501","29540",116540,1 
"42","03502","29540",106644,1 
"42","03503","29540",168830,1 
"42","03504","29540",127431,1 
"42","03601","49620",165783,1 
"42","03602","49620",124190,1 
"42","03603","49620",144999,1 
"42","03701","16540",24577,0.1951 
"42","03701","23900",101407,0.8049 
"42","03702","16540",125041,1 
"42","03800"," ",64607,0.4539 
"42","03800","43740",77742,0.5461 
"42","03900","38300",136606,1 
"42","04001","38300",142821,1 
"42","04002"," ",38686,0.3731 
"42","04002","38300",64999,0.6269 
"44","00101","39300",143988,1 
"44","00102","39300",177213,1 
"44","00103","39300",178042,1 
"44","00104","39300",127424,1 
"44","00201","39300",166158,1 
"44","00300","39300",132763,1 
"44","00400","39300",126979,1 
"45","00101","24860",119224,0.6162 
"45","00101","42860",74273,0.3838 
"45","00102","24860",101998,1 
"45","00103","24860",156630,1 
"45","00104","24860",107007,1 
"45","00105","24860",152127,1 
"45","00200","24860",187126,1 
"45","00301","43900",115412,1 
"45","00302","43900",168895,1 
"45","00400","16740",33140,0.2139 
"45","00400","23500",55342,0.3572 
"45","00400","35140",37508,0.2421 
"45","00400","43900",28961,0.1869 
"45","00501","16740",107135,1 
"45","00502","16740",118938,1 
"45","00601","17900",162725,1 
"45","00602","17900",119541,1 
"45","00603","17900",175957,1 
"45","00604","17900",202939,1 
"45","00605","17900",106436,1 
"45","00700"," ",46734,0.3068 
"45","00700","13500",28933,0.1899 
"45","00700","16740",76652,0.5032 
"45","00800"," ",88614,0.452 
"45","00800","44940",107456,0.548 
"45","00900","22500",205566,1 
"45","01000"," ",65124,0.5198 
"45","01000","23860",60158,0.4802 
"45","01101","34820",128378,1 
"45","01102","34820",140913,1 
"45","01201","16700",141766,1 
"45","01202","16700",192682,1 
"45","01203","16700",137366,1 
"45","01204","16700",192793,1 
"45","01300"," ",109009,0.541 
"45","01300","36700",92501,0.459 
"45","01400","25940",187010,1 
"45","01500","12260",187084,1 
"45","01600"," ",10233,0.0972 
"45","01600","24940",95078,0.9028 
"46","00100"," ",14347,0.0829 
"46","00100","39660",134598,0.7778 
"46","00100","43940",24097,0.1393 
"46","00200"," ",80028,0.7893 
"46","00200","38180",21361,0.2107 
"46","00300"," ",62300,0.4788 
"46","00300","10100",40602,0.312 
"46","00300","47980",27227,0.2092 
"46","00400"," ",58460,0.4474 
"46","00400","15100",31965,0.2446 
"46","00400","26700",17398,0.1332 
"46","00400","33580",22835,0.1748 
"46","00500","43580",14399,0.1162 
"46","00500","43620",73216,0.5908 
"46","00500","46820",13864,0.1119 
"46","00500","49460",22438,0.1811 
"46","00600","43620",155045,1 
"47","00100"," ",57515,0.4043 
"47","00100","20540",38335,0.2695 
"47","00100","27180",14586,0.1025 
"47","00100","46460",31807,0.2236 
"47","00200"," ",71975,0.5166 
"47","00200","32280",35021,0.2514 
"47","00200","37540",32330,0.232 
"47","00300"," ",13324,0.0718 
"47","00300","17300",172331,0.9282 
"47","00400","34980",179744,1 
"47","00500","34980",160645,1 
"47","00600"," ",18723,0.1539 
"47","00600","32660",39839,0.3275 
"47","00600","34980",63085,0.5186 
"47","00700"," ",12938,0.1087 
"47","00700","18260",106042,0.8913 
"47","00800"," ",49348,0.4682 
"47","00800","18900",56053,0.5318 
"47","00900"," ",61260,0.4942 
"47","00900","28940",62703,0.5058 
"47","01000","28700",107304,1 
"47","01100","28700",106352,1 
"47","01200"," ",18244,0.1121 
"47","01200","24620",68831,0.4228 
"47","01200","27740",75737,0.4652 
"47","01300","27740",122979,1 
"47","01400","28940",22657,0.1875 
"47","01400","34100",62544,0.5175 
"47","01400","35460",35662,0.2951 
"47","01500","34100",51407,0.3638 
"47","01500","42940",89889,0.6362 
